"TITLE"	"SUMMARY"	"URL"	"change"
"Boeing's KC-46 program approved for production -US Air Force"	"[Reuters] - Boeing Co's KC-46A refueling plane has been approved for production with work underway for the first two low rate initial production lots to be awarded in the next 30 days, a U.S. Air Force statement said ..."	"http://finance.yahoo.com/news/boeings-kc-46-program-approved-214140044.html"	"N"
"Today''s Top Supply Chain and Logistics News From WSJ"	"Today''s Top Supply Chain and Logistics News From WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/no2rJkTpJsk/todays-top-supply-chain-and-logistics-news-from-wsj-20160815-00105"	"N"
"[$$] Defense Department Clears Boeing Airborne Tanker for Production"	"[$$] Defense Department Clears Boeing Airborne Tanker for Production"	"http://www.wsj.com/articles/defense-department-clears-boeing-airborne-tanker-for-production-1471047627?ru=yahoo?mod=yahoo_itp"	"N"
"Boeing's KC-46 program approved for production -U.S. Air Force"	"Boeing's KC-46 program approved for production -U.S. Air Force"	"http://finance.yahoo.com/news/boeings-kc-46-program-approved-221152727.html"	"N"
"After February Price Dip, Boeing Stock Ready to Take Off"	"After February Price Dip, Boeing Stock Ready to Take Off"	"http://finance.yahoo.com/news/february-price-dip-boeing-stock-200207279.html"	"N"
"Pentagon Approves Giving Boeing First KC-46 Production Contracts"	"Pentagon Approves Giving Boeing First KC-46 Production Contracts"	"http://www.bloomberg.com/news/articles/2016-08-12/pentagon-approves-giving-boeing-first-kc-46-production-contracts?cmpid=yhoo.headline"	"N"
"Defense Stock Roundup: Orbital ATK Beats on Q2 Earnings; Boeing's KC-46 Program Gets Pentagon Nod"	"Defense Stock Roundup: Orbital ATK Beats on Q2 Earnings; Boeing's KC-46 Program Gets Pentagon Nod"	"http://finance.yahoo.com/news/defense-stock-roundup-orbital-atk-151803188.html"	"N"
"Stocks Gain with Positive Outlook"	"Stocks Gain with Positive Outlook"	"http://finance.yahoo.com/news/stocks-gain-positive-outlook-233420452.html"	"N"
"Boeing, Belavia Celebrate Delivery of Airline<U+393C><U+3E32>s First Next-Generation 737-800"	"[at noodls] - MINSK, Belarus, AUGUST 15, 2016 - Boeing and Belavia, the national airline company of Belarus, celebrated the delivery of the airline's first Next-Generation 737-800 purchased directly from ..."	"http://www.publicnow.com/view/043AA1E916F5BEC6CB30EBDB321063A02E127F68"	"N"
"Boeing And Other Top Picks In Aerospace And Defense From Drexel Hamilton"	"Boeing And Other Top Picks In Aerospace And Defense From Drexel Hamilton"	"http://finance.yahoo.com/news/boeing-other-top-picks-aerospace-175952542.html"	"N"
"Lockheed (LMT) Receives Contract to Support F-35 Training"	"Defense contractor Lockheed Martin CorporationLMT received a nearly $20.8 million contract from the U.S. Navy for the procurement, delivery, installation, configuration, and standup of the Naval Air Station Lemoore Training Infrastructure System and Pilot Fitting Facility in support of"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tuZByaUDkIc/lockheed-lmt-receives-contract-to-support-f-35-training-cm665441"	"N"
"Airbus, Boeing brace for crucial phase in subsidies dispute"	"Airbus, Boeing brace for crucial phase in subsidies dispute"	"http://in.finance.yahoo.com/news/airbus-boeing-brace-crucial-phase-102716057.html"	"N"
"S. Korea's Jeju Air to buy 3 Boeing planes for $291 mln"	"S. Korea's Jeju Air to buy 3 Boeing planes for $291 mln"	"http://finance.yahoo.com/news/koreas-jeju-air-buy-3-070258589.html"	"N"
"United Technologies Corporation (UTX) Ex-Dividend Date Scheduled for August 17, 2016"	"United Technologies Corporation ( UTX ) will begin trading ex dividend on August 17, 2016. A cash dividend payment of $0.66 per share is scheduled to be paid on September 10, 2016. Shareholders who purchased UTX prior to the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_abNhsb6QmA/united-technologies-corporation-utx-ex-dividend-date-scheduled-for-august-17-2016-cm665803"	"N"
"Brazil's Gol sees operating profit covering debt costs, shares rally"	"[Reuters] - Brazilian airline Gol Linhas Aereas expects operating profit this year to cover debt payments, marking a turning point for the debt-burdened company after the country's stronger currency helped it post a second-quarter net profit. Gol issued a new forecast on Tuesday for earnings before interest payments and taxes this year equal to between 4 percent and 6 percent of revenue. Chief Executive Paulo Kakinoff told journalists that would be enough to service its debts."	"http://finance.yahoo.com/news/brazils-gol-sees-operating-profit-141157412.html"	"N"
"Boeing Vancouver Labs to Focus on Rapid Development of Data Analytics-Driven Software Solutions"	"[at noodls] - VANCOUVER, B.C., August 11, 2016 - Boeing Vancouver today announced that it will open a new downtown laboratory focused on data analytics-driven software solutions. The Vancouver Labs will be focused on ..."	"http://www.publicnow.com/view/47F0772E6EBEEA68E71D5106E2447705DB98BEFF"	"N"
"Boeing officials are in Iran to negotiate jet sale financing, legal issues: Iran Minister"	"Boeing officials are in Iran to negotiate jet sale financing, legal issues: Iran Minister"	"http://www.bizjournals.com/seattle/blog/techflash/2016/08/boeing-officials-arein-iran-to-negotiate-jet-sale.html?ana=yahoo"	"N"
"How Will Boeing (BA) Stock React to WTO Ruling?"	"How Will Boeing (BA) Stock React to WTO Ruling?"	"https://www.thestreet.com/story/13676214/1/how-will-boeing-ba-stock-react-to-wto-ruling.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Airbus, Boeing brace for crucial phase in subsidies dispute"	"Airbus, Boeing brace for crucial phase in subsidies dispute"	"http://sg.finance.yahoo.com/news/airbus-boeing-brace-crucial-phase-070546560.html"	"N"
"China's Plane Market Takes Off"	"China's Plane Market Takes Off"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=452F1F39-B165-4F91-9D6C-4AAC05E02D4D&siteid=yhoof2"	"N"
"The Time Has Come to Look Beyond the Boeing 747 and the Airbus A380"	"The Time Has Come to Look Beyond the Boeing 747 and the Airbus A380"	"https://www.thestreet.com/story/13676807/1/the-time-has-come-to-look-beyond-the-boeing-747-and-the-airbus-a380.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Stocks Gain with Positive Outlook"	"U.S. market indexes finished higher on Monday to start the week. For the day, the Dow Jones Industrial Average closed at 18636.05 for a gain of 59.58 points, or 0.32%. The S&P 500 was also higher, closing at 2190.15"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8Ss76A6_rQA/stocks-gain-with-positive-outlook-cm665680"	"N"
"Defense Stock Roundup: Orbital ATK Beats on Q2 Earnings; Boeing's KC-46 Program Gets Pentagon Nod"	"All aerospace and defense companies have reported their Q2 numbers which aren't all too flattering. Overall, the sector has recorded an earnings decline of 27% despite 2.9% growth in revenues. Yet, most of the major defense companies stood up"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/aEz6ijYmROI/defense-stock-roundup-orbital-atk-beats-on-q2-earnings-boeings-kc-46-program-gets-pentagon-nod-cm666056"	"N"
"SpaceX Bids Against Boeing and Lockheed: Round 1"	"SpaceX Bids Against Boeing and Lockheed: Round 1"	"http://www.fool.com/investing/2016/08/17/spacex-bids-against-boeing-and-lockheed-round-1.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"3 Cheap Stocks for Rookie Investors to Start With"	"Image source  Getty Images  With literally thousands of options from which to choose, it can be an intimidating task for new investors to sift through all the intriguing businesses our stock market has"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/NVGNNqEtWiY/3-cheap-stocks-for-rookie-investors-to-start-with-cm666383"	"N"
"Leidos Deal Closes, Spawning Vast Solutions Enterprise"	"Leidos Deal Closes, Spawning Vast Solutions Enterprise"	"http://www.forbes.com/sites/lorenthompson/2016/08/17/leidos-deal-closes-spawning-vast-solutions-enterprise/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"N"
"3 Cheap Stocks for Rookie Investors to Start With"	"3 Cheap Stocks for Rookie Investors to Start With"	"http://www.fool.com/investing/2016/08/17/3-cheap-stocks-for-rookie-investors-to-start-with.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"U.K. Defense Supplier Cobham Names New CEO"	"U.K. Defense Supplier Cobham Names New CEO"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3o-ObAJA_rc/uk-defense-supplier-cobham-names-new-ceo-20160817-00062"	"N"
"U.K. Defense Supplier Cobham Names New CEO"	"U.K. Defense Supplier Cobham Names New CEO"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AywGpF5b3AI/uk-defense-supplier-cobham-names-new-ceo-20160817-00063"	"N"
"Want to Make Money Trading Boeing Stock Right Now? Here's How"	"Want to Make Money Trading Boeing Stock Right Now? Here's How"	"https://www.thestreet.com/story/13677235/1/want-to-make-money-trading-boeing-stock-right-now-here-s-how.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Dow Movers: CAT, WMT"	"In early trading on Thursday, shares of Wal Mart Stores ( WMT ) topped the list of the day's best performing Dow Jones Industrial Average components, trading up 1.5%. Year to date, Wal Mart Stores registers a 20.7% gain."	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/H61ZG0v2KAM/dow-movers-cat-wmt-cm667102"	"N"
"Boeing (BA) Set to Gain a B737-800 Order from Jeju Air"	"The Boeing Co.BA is set to clinch an order from South Korea's Jeju Air for its B737 800 planes.    BOEING CO PriceBOEING CO Price | BOEING CO Quote  South Korea's largest low cost"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/h71nJtV-u7k/boeing-ba-set-to-gain-a-b737-800-order-from-jeju-air-cm667105"	"N"
"Boeing says China demand for aircraft steady despite economic slowdown"	"Boeing says China demand for aircraft steady despite economic slowdown"	"http://sg.finance.yahoo.com/news/boeing-says-china-demand-aircraft-010023050.html"	"N"
"Boeing Now Depends Primarily on the 737 and the 787, Analyst Says"	"Boeing Now Depends Primarily on the 737 and the 787, Analyst Says"	"https://www.thestreet.com/story/13679059/1/boeing-now-depends-primarily-on-the-737-and-the-787-analyst-says.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Raytheon to Manufacture NSM Launchers at Louisville Plant"	"Raytheon CompanyRTN is set to manufacture launchers for the Kongsberg Naval Strike Missile or NSM at its Louisville facility. The company builds Close in Weapon Systems including Phalanx, SeaRAM and Rolling Airframe Missile launchers at the plant."	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QNPUnad9qcU/raytheon-to-manufacture-nsm-launchers-at-louisville-plant-cm667103"	"N"
"Boeing, Nok Air Partner for Humanitarian Aid Flight"	"[PR Newswire] - SEATTLE, Aug. 17, 2016 /PRNewswire/ -- Boeing and Nok Air partnered today to launch a special humanitarian aid mission to Thailand. With the help of the international non-profit organization ..."	"http://finance.yahoo.com/news/boeing-nok-air-partner-humanitarian-231500815.html"	"N"
"All Nippon Airways praises Dreamliners as 'strong aircraft,' saying the jet helps it save millions"	"All Nippon Airways praises Dreamliners as 'strong aircraft,' saying the jet helps it save millions"	"http://www.bizjournals.com/seattle/news/2016/08/17/all-nippon-airways-praises-dreamliners-as-strong.html?ana=yahoo"	"N"
"These Are the 10 Dow Dividend Stocks With the Highest Yields -- but Should You Own Any of Them?"	"Image source  Getty Images.  Dividend investors look to maximize their income, and the 30 stocks in the Dow Jones Industrial Average (DJINDICES   DJI) are a natural starting point for those seeking"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jxNYiHdIJCk/these-are-the-10-dow-dividend-stocks-with-the-highest-yields-but-should-you-own-any-of-them-cm666700"	"N"
"Boeing says China demand for aircraft steady despite economic slowdown"	"Boeing says China demand for aircraft steady despite economic slowdown"	"http://sg.finance.yahoo.com/news/boeing-says-china-demand-aircraft-234630392.html"	"N"
"Boeing (BA) Set to Gain a B737-800 Order from Jeju Air"	"Boeing (BA) Set to Gain a B737-800 Order from Jeju Air"	"http://finance.yahoo.com/news/boeing-ba-set-gain-b737-132101170.html"	"N"
"SpaceX Bids Against Boeing and Lockheed: Round 1"	"The Pentagon wants to put a new GPS satellite in space    and must pick between SpaceX and United Launch Alliance to Get it there. IMAGE SOURCE  Getty Images.  Whom would"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ptdaFkI8Gg0/spacex-bids-against-boeing-and-lockheed-round-1-cm666593"	"N"
"Boeing's KC-46: Finally Ready for War?"	"Will Boeing's KC 46 lead the way to fatter profits for Boeing    or suck the company dry? Image source  Boeing.  After 13 years , the U.S. Air Force will finally"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/euuEZiFAm0o/boeings-kc-46-finally-ready-for-war-cm666955"	"N"
"Nuclear Missile Cost May Strain Air Force As F-35, B-21 Ramp Up"	"Nuclear Missile Cost May Strain Air Force As F-35, B-21 Ramp Up"	"http://www.investors.com/news/air-force-underestimates-missile-costs-as-budget-crisis-looms/"	"N"
"Boeing Delivers 50th 787 Dreamliner to ANA"	"[at noodls] - EVERETT, Wash., Aug. 17, 2016/PRNewswire/ -- Boeing and ANA (All Nippon Airways) celebrated the delivery of the airline's 50th 787 Dreamliner during a ceremony today at Boeing's Everett Delivery ..."	"http://www.publicnow.com/view/B48BD5F37B5A582DDDE54615D0ADAC01C0F2F8E2"	"N"
"Boeing's KC-46: Finally Ready for War?"	"Boeing's KC-46: Finally Ready for War?"	"http://www.fool.com/investing/2016/08/18/boeings-kc-46-finally-ready-for-war.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"Boeing Delivers 50th 787 Dreamliner to ANA"	"[PR Newswire] - EVERETT, Wash., Aug. 17, 2016 /PRNewswire/ -- Boeing [NYSE:BA] and ANA (All Nippon Airways) celebrated the delivery of the airline's 50th 787 Dreamliner during a ceremony today at Boeing's Everett Delivery Center. The milestone marks yet another record for ANA as it becomes the world's first airline to operate 50 787 Dreamliners. The 787 Dreamliner has played a significant role in opening up new routes into new markets, while also forming the backbone of our long-haul fleet, said Osamu Shinobe, president and CEO, ANA."	"http://finance.yahoo.com/news/boeing-delivers-50th-787-dreamliner-010000761.html"	"N"
"Boeing says China demand for aircraft steady despite economic slowdown"	"[Reuters - UK Focus] - Boeing Co (NYSE: BA - news) is not experiencing any slippage in demand for jetliners in China, despite the country's sluggish pace of economic growth, a senior Boeing executive said on Wednesday. We're not seeing any softness yet, Ihssane Mounir, Boeing's senior vice president of sales for Northeast Asia, said at a briefing marking the 50th 787 Dreamliner delivered to ANA Holdings Inc, Japan's largest airline."	"http://uk.finance.yahoo.com/news/boeing-says-china-demand-aircraft-005602299.html"	"N"
"These Are the 10 Dow Dividend Stocks With the Highest Yields -- but Should You Own Any of Them?"	"These Are the 10 Dow Dividend Stocks With the Highest Yields -- but Should You Own Any of Them?"	"http://www.fool.com/investing/2016/08/17/these-are-the-10-dow-dividend-stocks-with-the-high.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
